Date,soy_usd,usdbrl,beta,predicted,residual,z_score,signal,position,days_held
2014-08-20,1119.75,2.243499994277954,-8.684272698282909e-05,2.3005455173899727,-0.057045523112018603,-0.8047364030542575,0,0,0
2014-08-21,1136.25,2.257299900054932,-7.896592243474256e-05,2.296689931497817,-0.039390031442884776,-0.5577859768404202,0,0,0
2014-08-22,1166.0,2.2667999267578125,-7.212816236995499e-05,2.292211973716217,-0.02541204695840449,-0.3636910360792402,0,0,0
2014-08-25,1125.75,2.272900104522705,-7.051752069488256e-05,2.294023189093829,-0.021123084571124107,-0.30524984499954005,0,0,0
2014-08-26,1075.5,2.282900094985962,-7.070920542558823e-05,2.2972447418382145,-0.014344646852252563,-0.20771883971485114,0,0,0
2014-08-27,1085.75,2.2585999965667725,-7.166455959346943e-05,2.2963072482344953,-0.03770725166772282,-0.5484288815930607,0,0,0
2014-08-28,1073.75,2.2435998916625977,-7.070473477982361e-05,2.296360881316991,-0.05276098965439324,-0.7700057486367183,0,0,0
2014-08-29,1089.5,2.2372000217437744,-6.69885213867689e-05,2.293778672849281,-0.05657865110550642,-0.8265666796010245,0,0,0
2014-09-02,1097.25,2.2430999279022217,-6.35951648366037e-05,2.291837332841194,-0.04873740493897216,-0.7132578610536192,0,0,0
2014-09-03,1080.75,2.239799976348877,-6.235796452290971e-05,2.2919426299185632,-0.05214265356968628,-0.7659317046448018,0,0,0
2014-09-04,1064.25,2.233999967575073,-5.866238388309633e-05,2.2913821276609014,-0.05738216008582864,-0.8445070489096633,0,0,0
2014-09-05,1085.5,2.239300012588501,-5.516427152534522e-05,2.2886458540483776,-0.04934584145987664,-0.727646195483303,0,0,0
2014-09-08,1090.75,2.237799882888794,-5.2237418779628984e-05,2.2872121040239906,-0.04941222113519661,-0.7287025495107027,0,0,0
2014-09-09,1076.5,2.265000104904175,-4.844123943990998e-05,2.286627829519718,-0.021627724615543187,-0.3187465011671407,0,0,0
2014-09-10,1071.0,2.283200025558472,-4.65108132414426e-05,2.286272560987304,-0.0030725354288319018,-0.0452738664939886,0,0,0
2014-09-11,1061.5,2.2852001190185547,-4.648443767261392e-05,2.2866484720708025,-0.001448353052247775,-0.021342671011220452,0,0,0
2014-09-12,1091.0,2.2948999404907227,-4.644816063907007e-05,2.2852510389711553,0.009648901519567321,0.14218485647395177,0,0,0
2014-09-15,989.5,2.271899938583374,-4.751806371382958e-05,2.290352953400519,-0.018453014817144897,-0.27191446183138224,0,0,0
2014-09-16,980.75,2.3394999504089355,-4.5512471953137155e-05,2.2899691079263738,0.04953084248256179,0.729762280940123,0,0,0
2014-09-17,982.5,2.333699941635132,-5.08539650250877e-05,2.2919358361508424,0.04176410548428944,0.6147202326250766,0,0,0
2014-09-18,971.5,2.355299949645996,-5.5040624787392356e-05,2.294267879885087,0.061032069760909025,0.8978810536576851,0,0,0
2014-09-19,957.0,2.3631999492645264,-6.103294650154423e-05,2.297919055230185,0.06528089403434123,0.9623960787322449,0,0,0
2014-09-22,938.25,2.365000009536743,-6.795991889172626e-05,2.3023536474927964,0.0626463620439468,0.924441396382001,0,0,0
2014-09-23,936.25,2.395699977874756,-7.471212871105287e-05,2.3056682576765737,0.09003172019818217,1.3292394553548723,0,0,0
2014-09-24,936.75,2.4096999168396,-8.383017081705956e-05,2.3098771139993097,0.09982280284029033,1.473172323616467,0,0,0
2014-09-25,922.75,2.37940001487732,-9.327699057453611e-05,2.315586731561301,0.06381328331601877,0.9406882829039324,0,0,0
2014-09-26,910.25,2.4251999855041504,-9.931997654246967e-05,2.319730163484916,0.10546982201923427,1.5542355913346488,0,0,0
2014-09-29,923.5,2.419800043106079,-0.00010905827570677803,2.322880183928908,0.09691985917717094,1.4226841797110845,0,0,0
2014-09-30,913.25,2.44350004196167,-0.00011787830636845677,2.328225111507989,0.11527493045368109,1.6883296601115392,0,0,0
2014-10-01,916.75,2.4358999729156494,-0.0001283926432404263,2.332785612515708,0.1031143603999416,1.5051931861652172,0,0,0
2014-10-02,924.5,2.4816999435424805,-0.00013741187113828772,2.33604987876131,0.14565006478117049,2.1219664874446087,-1,-1,0
2014-10-03,912.25,2.4921000003814697,-0.00014913061965162364,2.3434399750574237,0.14866002532404599,2.15580021202855,0,-1,1
2014-10-06,942.25,2.454900026321411,-0.0001608057689789394,2.344239114780697,0.11066091154071422,1.5950337165033626,0,-1,2
2014-10-07,940.75,2.425299882888794,-0.00016865955208345663,2.3481706590229456,0.0771292238658483,1.1092302431001435,0,-1,3
2014-10-08,935.0,2.393199920654297,-0.00017420068652619882,2.351877555333445,0.04132236532085187,0.5946382639478393,0,-1,4
2014-10-09,942.0,2.374000072479248,-0.00017728459448840706,2.352312047444629,0.021688025034618974,0.312889617243882,1,0,0
2014-10-10,922.5,2.39490008354187,-0.00017951847766796991,2.357190608702674,0.037709474839195956,0.547100561624947,0,0,0
2014-10-13,945.25,2.385999917984009,-0.000182681077723898,2.354898151520642,0.031101766463366598,0.4539048725016324,0,0,0
2014-10-14,964.75,2.390500068664551,-0.00018529168964241265,2.3528222551747455,0.037677813489805256,0.5529243839873937,0,0,0
2014-10-15,952.5,2.3961000442504883,-0.00018791034313351987,2.3566384796461213,0.039461564604367005,0.5822662254584253,0,0,0
2014-10-16,966.5,2.452399969100952,-0.00019029925247823095,2.3554304478050634,0.09696952129588876,1.4381485682226711,0,0,0
2014-10-17,951.75,2.46589994430542,-0.0001956017764577619,2.3610279724059713,0.10487197189944863,1.5617200502606436,0,0,0
2014-10-20,944.25,2.4307000637054443,-0.00020114393716374104,2.365481711602336,0.06521835210310822,0.9759840937075643,0,0,0
2014-10-21,964.25,2.4621999263763428,-0.00020456819083688825,2.3633612479635038,0.098838678412839,1.4864926958184819,0,0,0
2014-10-22,962.75,2.4779999256134038,-0.00020921692469723195,2.3661174265201916,0.11188249909321213,1.6870311563145661,0,0,0
2014-10-23,993.25,2.484299898147583,-0.00021443022619402357,2.3621979983430843,0.1221018998044987,1.8405885335938779,0,0,0
2014-10-24,977.5,2.495699882507324,-0.00021964687095512748,2.368109028012777,0.1275908544945472,1.918674109222169,0,0,0
2014-10-27,1006.0,2.468899965286255,-0.00022573360805855632,2.3645948594454427,0.1043051058408122,1.5673997889851978,0,0,0
2014-10-28,1008.0,2.519599914550781,-0.00023016166795478918,2.3663282075930625,0.1532717069577183,2.3086684829879034,-1,-1,0
2014-10-29,1043.0,2.458199977874756,-0.00023624050831751352,2.3608836486139397,0.09731632926081613,1.4601981505666466,0,-1,1
2014-10-30,1024.25,2.4577999114990234,-0.00023973116109618888,2.367131196150658,0.0906687153483654,1.3642206514208788,0,-1,2
2014-10-31,1046.5,2.401599884033203,-0.00024324953094120177,2.363328915975457,0.03827096805774621,0.5753047889239441,0,-1,3
2014-11-03,1028.75,2.4135000705718994,-0.00024469993209103014,2.368413392370721,0.04508667820117829,0.6783861369816443,0,-1,4
2014-11-04,1010.0,2.492300033569336,-0.0002465371907300145,2.3739793243087464,0.11832070926058957,1.7828032084411232,0,-1,5
2014-11-05,1020.5,2.4939000606536865,-0.00025096794320355573,2.373186423927591,0.1207136367260957,1.8085572752105485,0,-1,6
2014-11-06,1031.0,2.501300096511841,-0.0002551792178610665,2.3722155665296065,0.1290845299822343,1.922202756984827,0,-1,7
2014-11-07,1040.25,2.5666000843048096,-0.0002594246330541369,2.3714108163414487,0.1951892679633609,2.8855875149134955,0,-1,8
2014-11-10,1027.5,2.5488998889923096,-0.00026555585122958666,2.377047387358889,0.17185250163342047,2.4998239863724594,0,-1,9
2014-11-11,1066.5,2.5494000911712646,-0.0002712709620388285,2.3685061326217345,0.18089395854953016,2.6002814489948642,-1,-1,0
2014-11-12,1048.25,2.5543999671936035,-0.00027634842231046133,2.3752480248076977,0.17915194238590582,2.5423658642547244,0,-1,1
2014-11-13,1050.5,2.563100099563598,-0.000281713715194991,2.3764700978377538,0.18663000172584443,2.6160404002494615,0,-1,2
2014-11-14,1021.0,2.585900068283081,-0.0002870621602518666,2.3869172500616713,0.19898281822140973,2.7521719480359765,0,-1,3
2014-11-17,1036.25,2.5968000888824463,-0.00029342151182644216,2.384860812172912,0.2119392767095345,2.8884967244744466,0,-1,4
2014-11-18,1023.25,2.604700088500977,-0.0002997346045705559,2.391351230283314,0.21334885821766303,2.864004044030373,0,-1,5
2014-11-19,1004.75,2.5790998935699463,-0.0003063575373829523,2.399746614147488,0.17935327942245838,2.371483968309914,0,-1,6
2014-11-20,1020.5,2.5689001083374023,-0.00031215386198439225,2.3972952427677137,0.17160486556968868,2.245732150326504,0,-1,7
2014-11-21,1039.0,2.569700002670288,-0.0003173744325092124,2.3934476259698343,0.1762523767004538,2.2839029847792935,0,-1,8
2014-11-24,1033.75,2.51200008392334,-0.00032212037735531124,2.3970696108343956,0.11493047308894422,1.474527480746956,0,-1,9
2014-11-25,1051.0,2.5425000190734863,-0.00032522711391690443,2.392746497655021,0.14975352141846532,1.9133721958274197,1,0,0
2014-11-26,1047.0,2.527100086212158,-0.00032904750385733434,2.3955512072611533,0.13154887895100487,1.668794947405402,0,0,0
2014-11-28,1016.0,2.5271999835968018,-0.00033259813310411267,2.4071236964832377,0.1200762871135641,1.51502401805158,0,0,0
2014-12-01,1017.0,2.531500101089477,-0.00033628026827674576,2.4081001618089077,0.12339993928056936,1.5502460587023008,0,0,0
2014-12-02,995.75,2.556999921798706,-0.000340130766432661,2.4166009120743466,0.14039900972435948,1.7566821337808582,0,0,0
2014-12-03,998.25,2.5648999214172363,-0.0003449814442719387,2.4173356792023792,0.1475642422148571,1.837952626797015,0,0,0
2014-12-04,1010.5,2.549099922180176,-0.0003500523432668778,2.414655751107767,0.1344441710724089,1.6671039806227423,0,0,0
2014-12-05,1036.0,2.5882999897003174,-0.00035425236443998036,2.4070189326059497,0.1812810570943677,2.237441212758232,-1,-1,0
2014-12-08,1043.75,2.5861001014709477,-0.00035908006680511733,2.4059623341363414,0.1801377673346063,2.201973253864013,0,-1,1
2014-12-09,1049.25,2.59660005569458,-0.00036360560225034446,2.405603239304654,0.19099681638992605,2.3127839111489323,0,-1,2
2014-12-10,1032.0,2.5894999504089355,-0.0003681610880346538,2.4136511670023886,0.17584878340654697,2.1071646934798225,0,-1,3
2014-12-11,1042.25,2.613100051879883,-0.0003728114265908404,2.4114616969636744,0.2016383549162084,2.395922108842043,0,-1,4
2014-12-12,1047.25,2.646699905395508,-0.0003778079763850124,2.4113518435104684,0.23534806188503943,2.7657251303689034,0,-1,5
2014-12-15,1039.5,2.649600028991699,-0.00038342575348830903,2.416351025209525,0.2332490037821744,2.700797346339369,0,-1,6
2014-12-16,1023.5,2.692100048065185,-0.00038917130709831683,2.424657872856243,0.267442175208942,3.0533576597208336,0,-1,7
2014-12-17,1027.0,2.7351999282836914,-0.0003959455083824325,2.425874223378633,0.3093257049050586,3.468142724027482,0,-1,8
2014-12-18,1035.0,2.711999893188477,-0.00040368220527483347,2.425548275428001,0.2864516177604761,3.1381247928608444,0,-1,9
2014-12-19,1030.5,2.6593000888824463,-0.00041085369186487185,2.4298954921316325,0.22940459675081382,2.467002964429651,-1,-1,0
2014-12-22,1038.25,2.656500101089477,-0.00041689021580831545,2.4286137098513065,0.22788639123817056,2.4247201944557264,0,-1,1
2014-12-23,1038.5,2.662400007247925,-0.00042246358980735463,2.4304057703699127,0.23199423687801213,2.4414067637214347,0,-1,2
2014-12-24,1028.75,2.691200017929077,-0.0004279554473456389,2.436492000195022,0.25470801773405505,2.650324532485656,0,-1,3
2014-12-26,1047.5,2.695199966430664,-0.00043424581388417705,2.430564626475224,0.26463533995544,2.7172275414892164,0,-1,4
2014-12-29,1041.75,2.692699909210205,-0.00044000304483243454,2.4352000220615957,0.2574998871486094,2.606384221399708,0,-1,5
2014-12-30,1037.75,2.6993000507354736,-0.0004458056636218695,2.439022674672553,0.2602773760629207,2.600649222221309,0,-1,6
2014-12-31,1019.25,2.654099941253662,-0.00045155118933730426,2.4494886772164834,0.20461126403717866,2.0178789036461784,0,-1,7
2015-01-02,1002.5,2.6531999111175537,-0.0004565858040796042,2.458855098781786,0.1943448123357676,1.9025202712676499,0,-1,8
2015-01-05,1039.75,2.691200017929077,-0.0004616609100582562,2.4434644252333793,0.2477355926956979,2.408974872260269,0,-1,9
2015-01-06,1051.0,2.7030999660491943,-0.0004670946627721142,2.440094677774914,0.26300528827428016,2.5296648812806617,-1,-1,0
2015-01-07,1052.75,2.6965999603271484,-0.00047247671644981847,2.4411572079042463,0.25544275242290215,2.4271765322116137,0,-1,1
2015-01-08,1045.0,2.680799961090088,-0.0004777278400477603,2.4465971198908423,0.23420284119924561,2.201440266706916,0,-1,2
2015-01-09,1051.5,2.6596999168396,-0.0004827693677195345,2.4451099490877906,0.2145899677518095,1.9994054723285413,0,-1,3
2015-01-12,1013.5,2.6263999938964844,-0.00048718976112494076,2.4651369002665198,0.1612630936299646,1.4911842222860288,0,-1,4
2015-01-13,1000.0,2.6702001094818115,-0.0004913402809884169,2.4731367664188917,0.19706334306291984,1.8150198116574432,0,-1,5
2015-01-14,992.5,2.6396000385284424,-0.0004962839033378843,2.478667768978923,0.16093226954951945,1.4729531297740122,0,-1,6
2015-01-15,991.0,2.612099885940552,-0.0005004653420845032,2.480921325632016,0.13117856030853625,1.1957695796452765,0,-1,7
2015-01-16,991.75,2.638700008392334,-0.0005039726782915258,2.481742811428092,0.15695719696424204,1.4271470432471778,0,-1,8
2015-01-20,982.0,2.648099899291992,-0.0005077110252619647,2.488197315770613,0.15990258352137898,1.448101598026659,0,-1,9
2015-01-21,983.5,2.611000061035156,-0.0005117122871788054,2.488977479238833,0.12202258179632297,1.1005683283359946,1,0,0
2015-01-22,976.75,2.597100019454956,-0.0005147859544439623,2.493569952174833,0.10353006728012293,0.9316861635681728,0,0,0
2015-01-23,972.75,2.57069993019104,-0.0005176238046727667,2.496541751313835,0.07415817887720522,0.6665535050815373,0,0,0
2015-01-26,983.5,2.577800035476685,-0.0005197985438533583,2.49156231800163,0.08623771747505504,0.7748917089062203,0,0,0
2015-01-27,973.75,2.579900026321411,-0.0005222920604371898,2.497265847432921,0.08263417888849034,0.7424703891574155,0,0,0
2015-01-28,970.25,2.569299936294556,-0.0005246201236277857,2.499692202943108,0.06960773335144799,0.6253975131340279,0,0,0
2015-01-29,968.25,2.5731000900268555,-0.0005267541776923827,2.5011917387045504,0.07190835132230511,0.6464619465642674,0,0,0
2015-01-30,961.0,2.6001999378204346,-0.0005289021267031538,2.505563859058012,0.09463607876242275,0.8508200123199193,0,0,0
2015-02-02,959.5,2.678800106048584,-0.0005318388859998176,2.507131217778511,0.17166888827007298,1.5432881918015864,0,0,0
2015-02-03,987.0,2.723599910736084,-0.0005370457219174578,2.4939239626481227,0.22967594808796132,2.05971356157464,-1,-1,0
2015-02-04,972.0,2.6910998821258545,-0.0005427939278774015,2.503949509740547,0.1871503723853074,1.6665037146036552,0,-1,1
2015-02-05,981.25,2.738300085067749,-0.0005478769938913581,2.500534188105333,0.2377658969624159,2.1079693449322447,0,-1,2
2015-02-06,973.5,2.7416000366210938,-0.0005537637097407556,2.50686473935528,0.23473529726581388,2.0646059653513866,0,-1,3
2015-02-09,978.5,2.779599905014038,-0.0005595892769661775,2.5061466528832677,0.27345325213077043,2.3865325591340496,0,-1,4
2015-02-10,969.0,2.7662999629974365,-0.0005665531122172598,2.5138466773702137,0.2524532856272228,2.182006499090822,0,-1,5
2015-02-11,977.75,2.8310999870300293,-0.0005730172600393572,2.5110476213374553,0.320052365692574,2.743661266100476,0,-1,6
2015-02-12,983.75,2.865499973297119,-0.0005811719047550454,2.5102584348892467,0.3552415384078724,3.0066435120235573,0,-1,7
2015-02-13,990.5,2.816999912261963,-0.0005893927136751336,2.509191472650954,0.307808439611009,2.562333313960453,0,-1,8
2015-02-17,1007.75,2.825999975204468,-0.0005966686620987544,2.5013311618429577,0.32466881336151054,2.6711477962455574,0,-1,9
2015-02-18,995.75,2.825700044631958,-0.0006036776553051856,2.510884778279071,0.31481526635288715,2.556968342476774,-1,-1,0
2015-02-19,1007.25,2.8340001106262207,-0.0006109208851796124,2.5062299538033783,0.3277701568228424,2.631489780997354,0,-1,1
2015-02-20,999.25,2.863300085067749,-0.0006179629584068057,2.51350941556261,0.34979066950513893,2.7729907421907276,0,-1,2
2015-02-23,999.25,2.8640999794006348,-0.0006254024936232707,2.516134543640926,0.3479654357597086,2.7188243505472576,0,-1,3
2015-02-24,1016.0,2.8747000694274902,-0.0006329116907587122,2.5081379662935213,0.366562103133969,2.8246654188952274,0,-1,4
2015-02-25,1007.75,2.8570001125335693,-0.0006403728887414625,2.5159214495804014,0.3410786629531679,2.58944166720106,0,-1,5
2015-02-26,1024.0,2.868799924850464,-0.0006475560224136145,2.507791847924144,0.36100807692632,2.7068722868175783,0,-1,6
2015-02-27,1030.75,2.9049999713897705,-0.0006543642739111266,2.505717061798556,0.3992829095912147,2.9525263324207964,0,-1,7
2015-03-02,1011.25,2.836800098419189,-0.0006616395293335459,2.521092847443539,0.3157072509756502,2.2964282993056524,0,-1,8
2015-03-03,1008.75,2.892699956893921,-0.0006686114298548422,2.5249192796801125,0.36778067721380836,2.64981498058972,0,-1,9
2015-03-04,989.0,2.927900075912476,-0.0006764752840532588,2.540814453841749,0.38708562207072683,2.752968926035539,-1,-1,0
2015-03-05,979.25,2.971400022506714,-0.0006852777910914128,2.550466731766787,0.420933290739927,2.9515298909956513,0,-1,1
2015-03-06,979.25,3.000099897384644,-0.0006956112847566612,2.553887377695692,0.4462125196889519,3.078890251108285,0,-1,2
2015-03-09,988.25,3.056999921798706,-0.0007058318198920878,2.5510533695431814,0.5059465522555247,3.4296423632465975,0,-1,3
2015-03-10,980.0,3.1226999759674072,-0.0007167034825547849,2.56072771826312,0.5619722577042872,3.726199525621019,-1,-1,0
2015-03-11,989.0,3.101599931716919,-0.0007285956324753722,2.5584493766996164,0.5431505550173026,3.5082836079805713,-1,-1,0
2015-03-12,986.5,3.1268999576568604,-0.0007397074880143706,2.5642286887411143,0.562671268915746,3.550812799257599,-1,-1,0
2015-03-13,968.25,3.163100004196167,-0.0007510762435968232,2.582009608092007,0.5810903961041598,3.580528116188805,-1,-1,0
2015-03-16,969.25,3.244999885559082,-0.0007636211692604022,2.585858579753375,0.659141305805707,3.96362372157743,-1,-1,0
2015-03-17,954.5,3.242799997329712,-0.0007782963166922302,2.60255663890843,0.6402433584212819,3.7380504563562487,-1,-1,0
2015-03-18,965.0,3.2462000846862797,-0.0007934166766539129,2.5996742293297967,0.646525855356483,3.6766129347850174,-1,-1,0
2015-03-19,961.75,3.218100070953369,-0.0008084638115255807,2.6074974695482434,0.6106026014051258,3.385677029725587,0,-1,1
2015-03-20,973.75,3.29040002822876,-0.0008218016916099092,2.6025164797776728,0.6878835484510875,3.7316191472556968,-1,-1,0
2015-03-23,983.5,3.224600076675415,-0.0008361764857586635,2.5995232087191944,0.6250768679562206,3.302359274452174,0,-1,1
2015-03-24,981.75,3.1282999515533447,-0.0008488977878052136,2.6054437420172327,0.522856209536112,2.705577343670418,0,-1,2
2015-03-25,978.75,3.136199951171875,-0.0008601102389622676,2.6117690719018998,0.5244308792699752,2.6763343392467935,0,-1,3
2015-03-26,974.5,3.19729995727539,-0.0008709758896141395,2.619243378368508,0.5780565789068821,2.9097599831820222,0,-1,4
2015-03-27,967.25,3.179500102996826,-0.0008820172238957132,2.6298256041741572,0.5496744988226689,2.7217321291019583,0,-1,5
2015-03-30,967.75,3.2411999702453613,-0.0008937368086479047,2.6335390825259073,0.607660887719454,2.966166893234966,0,-1,6
2015-03-31,973.25,3.2260000705718994,-0.0009076165036823153,2.633180178629371,0.5928198919425283,2.84576029093321,0,-1,7
2015-04-01,989.75,3.188499927520752,-0.0009198503871707465,2.6222922352123943,0.5662076923083577,2.675915946225451,0,-1,8
2015-04-02,986.0,3.164299964904785,-0.0009314452852693052,2.6295584587594876,0.5347415061452976,2.4928855404623,0,-1,9
2015-04-06,978.5,3.1215999126434326,-0.0009431115463493035,2.6402638695288094,0.4813360431146232,2.217703946082779,-1,-1,0
2015-04-07,971.0,3.1215999126434326,-0.0009525592622993335,2.650728461496483,0.47087145114694984,2.148819572368222,0,-1,1
2015-04-08,971.5,3.125099897384644,-0.0009623334251496813,2.6536254576661547,0.47147443971848935,2.132343953539635,0,-1,2
2015-04-09,953.5,3.046099901199341,-0.000972109770472337,2.6744850533199904,0.3716148478793504,1.6659035588834665,0,-1,3
2015-04-10,951.5,3.055299997329712,-0.0009798092014600146,2.6792876761567452,0.3760123211729667,1.6764390994485134,0,-1,4
2015-04-13,948.75,3.071799993515014,-0.00098777103600516,2.6848934771747457,0.3869065163402685,1.7155155904666022,0,-1,5
2015-04-14,960.25,3.1191999912261963,-0.0009969124199011488,2.676491283271652,0.4427087079545444,1.9517722892916463,0,-1,6
2015-04-15,965.0,3.0645999908447266,-0.001007696458079223,2.6750507064477222,0.3895492843970043,1.7049486139216994,0,-1,7
2015-04-16,966.0,3.025899887084961,-0.0010191949856410995,2.6770433503159694,0.34885653676899153,1.5189196091729409,0,-1,8
2015-04-17,968.75,3.0185999870300293,-0.0010300977907381453,2.676912923541769,0.3416870634882603,1.481758098164177,0,-1,9
2015-04-20,977.5,3.0367000102996826,-0.0010397678564135775,2.670329379050921,0.36637063124876157,1.5824932562836835,1,0,0
2015-04-21,975.25,3.029400110244751,-0.0010487074909995369,2.675158457533134,0.3542416527116168,1.5229180753321612,0,0,0
2015-04-22,970.5,3.026000022888184,-0.0010574370813447348,2.682577464993931,0.3434225578942529,1.4699955423964546,0,0,0
2015-04-23,978.25,3.005199909210205,-0.0010657146541650394,2.6766806617075654,0.3285192475026397,1.400431223183236,0,0,0
2015-04-24,969.75,2.9684998989105225,-0.001074570925099059,2.688035429476777,0.2804644694337455,1.1912779364300239,0,0,0
2015-04-27,973.0,2.9482998847961426,-0.0010850286323836912,2.686657706549527,0.2616421782466154,1.1088975546501052,0,0,0
2015-04-28,977.5,2.913100004196167,-0.0010955426244981974,2.683743776948404,0.22935622724776294,0.9703162234139708,0,0,0
2015-04-29,988.5,2.934799909591675,-0.0011068488343715804,2.673395798615739,0.26140411097593574,1.1048192743435097,0,0,0
2015-04-30,978.5,2.952699899673462,-0.0011146252290169304,2.686175179005978,0.2665247206674839,1.1240804615989886,0,0,0
2015-05-01,968.5,3.0111000537872314,-0.0011235321696502383,2.6992221884835432,0.3118778653036882,1.3125892688168022,0,0,0
2015-05-04,983.0,3.0111000537872314,-0.001132484487960391,2.6849631586403766,0.32613689514685484,1.3682566408238763,0,0,0
2015-05-05,993.5,3.0829999446868896,-0.0011419996716217084,2.675030560910125,0.4079693837767646,1.7058756726180706,0,0,0
2015-05-06,990.5,3.053100109100342,-0.0011509151049979589,2.6807963701125734,0.37230373898776836,1.5481161009005637,0,0,0
2015-05-07,981.5,3.028700113296509,-0.0011605054715751388,2.6934335446993316,0.3352665685971772,1.3879071830805045,0,0,0
2015-05-08,984.5,3.0213000774383545,-0.0011720897662781695,2.692133036151719,0.32916704128663543,1.3581859740511604,0,0,0
2015-05-11,983.0,2.971199989318848,-0.0011821939703859953,2.6959605275156138,0.27523946180323433,1.1319310733889467,0,0,0
2015-05-12,967.0,3.0564000606536865,-0.0011934463708639556,2.716908129788079,0.33949193086560747,1.3934212420439025,0,0,0
2015-05-13,975.0,3.0174999237060547,-0.0012064256617505397,2.709746048151571,0.3077538755544835,1.2590085990262443,0,0,0
2015-05-14,963.0,3.0364999771118164,-0.001216137751219804,2.7263487001374735,0.31015127697434286,1.2651709772663418,0,0,0
2015-05-15,953.25,2.9899001121521,-0.001227131562114086,2.7405412356214085,0.24935887653069155,1.0143134785549883,0,0,0
2015-05-18,954.5,2.9914000034332275,-0.0012391647772183325,2.7411085461153277,0.2502914573178998,1.0165573724887003,0,0,0
2015-05-19,946.25,3.005800008773804,-0.0012497981736039729,2.75340625964722,0.25239374912658397,1.023350332170966,0,0,0
2015-05-20,941.25,3.031599998474121,-0.0012652741894800103,2.7622215210837933,0.26937847739032783,1.0908854173569627,0,0,0
2015-05-21,938.5,3.001699924468994,-0.0012831068165381225,2.7686142097816395,0.23308571468735462,0.9426653465028964,0,0,0
2015-05-22,924.25,3.0367000102996826,-0.0013012383590585341,2.789889574565471,0.2468104357342118,0.9975534986049877,0,0,0
2015-05-26,922.5,3.0931999683380127,-0.001318730095397376,2.7951725507754297,0.298027417562583,1.2033210856836323,0,0,0
2015-05-27,927.0,3.1480000019073486,-0.0013404829761250875,2.792832394786412,0.3551676071209364,1.431816355592503,0,0,0
2015-05-28,926.0,3.137900114059448,-0.0013644464462311701,2.798267379532033,0.3396327345274148,1.3655481495274273,0,0,0
2015-05-29,934.0,3.158400058746338,-0.001388317277697947,2.791134424624589,0.36726563412174906,1.473207764863864,0,0,0
2015-06-01,926.0,3.175800085067749,-0.001415953583286591,2.8066693946875483,0.36913069038020074,1.4770435789305092,0,0,0
2015-06-02,940.75,3.1695001125335693,-0.0014457780349032565,2.7899368897393027,0.3795632227942667,1.515523391448475,0,0,0
2015-06-03,935.25,3.1285998821258545,-0.001477103313285951,2.802306988835767,0.3262928932900877,1.300085116843334,0,0,0
2015-06-04,946.5,3.13319993019104,-0.0015054718240150187,2.789224311794121,0.3439756183969189,1.3687818888857899,0,0,0
2015-06-05,937.75,3.140199899673462,-0.0015330265433078937,2.8061482599325425,0.33405163974091945,1.3268100265934473,0,0,0
2015-06-08,944.25,3.1396000385284424,-0.0015615352092723292,2.7997770724514384,0.339822966077004,1.3474550856503342,0,0,0
2015-06-09,951.5,3.1098999977111816,-0.0015911861023877659,2.7919117552805863,0.3179882424305953,1.2586651767949395,0,0,0
2015-06-10,949.5,3.095499992370605,-0.0016177542493246515,2.798237069576843,0.2972629227937622,1.1746981264803482,0,0,0
2015-06-11,940.0,3.114000082015991,-0.0016408016557331975,2.816591229838805,0.29740885217718604,1.1733851544974614,0,0,0
2015-06-12,940.0,3.087100028991699,-0.0016676928031641042,2.8198613125323813,0.26723871645931796,1.0529633958205857,0,0,0
2015-06-15,937.75,3.11680006980896,-0.0016939924391226665,2.8267246189606823,0.2900754508482777,1.1419734607665926,0,0,0
2015-06-16,957.5,3.123500108718872,-0.0017187518627489208,2.795848791194566,0.3276513175243059,1.287980619221785,0,0,0
2015-06-17,969.0,3.086899995803833,-0.0017496097807930204,2.7787104105990434,0.30818958520478956,1.2097344938919106,0,0,0
2015-06-18,977.75,3.0504000186920166,-0.001780153140589374,2.765635499217108,0.28476451947490844,1.1164755025867223,0,0,0
2015-06-19,971.5,3.057800054550171,-0.0018105802552835209,2.7790226748325666,0.2787773797176043,1.0922190853219298,0,0,0
2015-06-22,989.5,3.0931999683380127,-0.0018474254080192978,2.7482338520748613,0.34496611626315143,1.3514912308306204,0,0,0
2015-06-23,987.5,3.084399938583374,-0.001881900532554355,2.7539737295980133,0.3304262089853607,1.292401043838171,0,0,0
2015-06-24,981.75,3.0738000869750977,-0.0019213352993146006,2.7670772650144335,0.30672282196066414,1.1986040304961125,0,0,0
2015-06-25,1000.25,3.094899892807007,-0.001970672495386016,2.733078388657587,0.36182150414941994,1.4143720256145176,0,0,0
2015-06-26,1002.0,3.1243999004364014,-0.002020748507955055,2.7312483119009134,0.39315158853548793,1.5355776926274736,0,0,0
2015-06-29,1002.5,3.125699996948242,-0.0020631195585500187,2.7318583173457314,0.3938416796025108,1.5345688242471132,0,0,0
2015-06-30,1056.25,3.115000009536743,-0.002112877374980613,2.6198924330140767,0.49510757652266646,1.925691508067615,0,0,0
2015-07-01,1044.0,3.1080000400543213,-0.0021521827341393087,2.6458850919599226,0.4621149480943987,1.7888340870436537,0,0,0
2015-07-02,1045.25,3.1454999446868896,-0.0022007737884838143,2.6427658718420224,0.5027340728448673,1.9397826898392503,0,0,0
